,seqnames,start,end,width,strand,Conc,Conc_10.mM,Conc_10.mM,Fold,p.value,FDR
154,chr9,137612049,137612549,501,*,8.73,6.5,9.56,-3.06,2.36E-25,1.40E-22
155,chr20,38164995,38165495,501,*,8.72,5.88,9.62,-3.74,2.39E-25,1.41E-22
156,chr7,101100498,101100998,501,*,8.8,6.79,9.61,-2.82,2.51E-25,1.47E-22
157,chr11,9759156,9759656,501,*,9.38,6.91,10.25,-3.34,2.73E-25,1.59E-22
158,chr9,129413779,129414279,501,*,7.53,4.55,8.43,-3.88,3.19E-25,1.85E-22
159,chr3,193870164,193870664,501,*,9.49,7.53,10.29,-2.77,3.46E-25,1.99E-22
160,chr2,240392121,240392621,501,*,7.71,4.88,8.61,-3.72,3.74E-25,2.13E-22
161,chr1,17190407,17190907,501,*,8.03,5.22,8.92,-3.7,3.83E-25,2.17E-22
162,chr16,88332661,88333161,501,*,8.85,6.67,9.68,-3.01,4.23E-25,2.38E-22
163,chr3,98900786,98901286,501,*,7.73,4.76,8.64,-3.88,4.33E-25,2.43E-22
164,chr10,3852803,3853303,501,*,7.45,4.35,8.37,-4.02,4.52E-25,2.52E-22
165,chr5,1161663,1162163,501,*,8.49,5.69,9.39,-3.7,5.68E-25,3.15E-22
166,chr21,46053097,46053597,501,*,8.21,5.66,9.08,-3.41,6.96E-25,3.83E-22
167,chr7,44986072,44986572,501,*,8.65,6.61,9.47,-2.86,7.96E-25,4.36E-22
168,chr1,212595182,212595682,501,*,7.44,4.22,8.36,-4.15,8.97E-25,4.88E-22
169,chr19,58183174,58183674,501,*,8.84,6.91,9.64,-2.72,1.11E-24,5.98E-22
170,chr11,69495801,69496301,501,*,8.02,4.93,8.93,-4,1.68E-24,9.05E-22
171,chr11,69297961,69298461,501,*,9.8,7.59,10.64,-3.04,1.95E-24,1.04E-21
172,chr5,132426229,132426729,501,*,8.46,6.29,9.3,-3.01,2.01E-24,1.07E-21
173,chr22,46454418,46454918,501,*,7.9,5.05,8.8,-3.74,2.06E-24,1.09E-21
174,chr17,17028350,17028850,501,*,8.71,6.42,9.55,-3.13,2.31E-24,1.21E-21
175,chr7,101127883,101128383,501,*,8.76,6.72,9.57,-2.85,2.34E-24,1.22E-21
176,chr20,50242718,50243218,501,*,8.16,5.57,9.04,-3.46,2.37E-24,1.23E-21
177,chr12,4031492,4031992,501,*,8.24,5.84,9.1,-3.26,3.73E-24,1.93E-21
178,chr1,154432749,154433249,501,*,8.07,5.43,8.95,-3.51,3.86E-24,1.98E-21
179,chr20,47357214,47357714,501,*,8.84,6.74,9.66,-2.92,3.96E-24,2.02E-21
180,chr2,29749412,29749912,501,*,7.98,5.17,8.87,-3.7,4.18E-24,2.12E-21
181,chr17,41739397,41739897,501,*,8.19,5.23,9.09,-3.86,4.36E-24,2.20E-21
182,chr7,76422409,76422909,501,*,7.81,5.05,8.7,-3.65,4.38E-24,2.20E-21
183,chr14,50002657,50003157,501,*,7.91,5.43,8.77,-3.34,4.44E-24,2.21E-21
184,chr8,127294915,127295415,501,*,9.43,7.46,10.23,-2.77,4.85E-24,2.39E-21
185,chr5,172771913,172772413,501,*,7.98,5.31,8.87,-3.56,4.85E-24,2.39E-21
186,chr20,51750698,51751198,501,*,8.31,5.97,9.16,-3.18,4.87E-24,2.39E-21
187,chr1,151992944,151993444,501,*,9.29,7.2,10.11,-2.91,4.94E-24,2.41E-21
188,chr19,13843677,13844177,501,*,8.09,5.28,8.99,-3.71,5.23E-24,2.54E-21
189,chr17,81049777,81050277,501,*,8.2,5.71,9.07,-3.35,5.26E-24,2.54E-21
190,chr2,127400618,127401118,501,*,7.84,5.19,8.72,-3.53,6.16E-24,2.96E-21
191,chr1,43068024,43068524,501,*,8.04,5.66,8.89,-3.24,7.55E-24,3.61E-21
192,chr7,2603283,2603783,501,*,7.83,5.19,8.71,-3.52,8.11E-24,3.86E-21
193,chr3,39152418,39152918,501,*,8.15,5.65,9.01,-3.36,8.53E-24,4.04E-21
194,chr17,78141456,78141956,501,*,8.42,6.33,9.24,-2.92,9.24E-24,4.35E-21
195,chr8,11853414,11853914,501,*,7.31,4.19,8.22,-4.03,9.47E-24,4.44E-21
196,chr5,399591,400091,501,*,7.61,4.86,8.5,-3.64,9.86E-24,4.59E-21
197,chr12,52907454,52907954,501,*,7.83,5.05,8.72,-3.67,1.10E-23,5.11E-21
198,chr19,41264266,41264766,501,*,8.59,6.42,9.42,-3,1.58E-23,7.30E-21
199,chr14,93036724,93037224,501,*,8.34,5.86,9.21,-3.34,1.72E-23,7.90E-21
200,chr2,109402888,109403388,501,*,7.95,5.56,8.8,-3.25,2.13E-23,9.74E-21
201,chr19,1261394,1261894,501,*,7.71,5.1,8.58,-3.49,2.41E-23,1.10E-20
202,chr17,48024159,48024659,501,*,7.88,5.2,8.76,-3.55,2.46E-23,1.11E-20
203,chr2,231707323,231707823,501,*,8.65,6.42,9.48,-3.06,2.55E-23,1.15E-20
204,chr2,26562537,26563037,501,*,7.96,5.29,8.84,-3.55,2.64E-23,1.18E-20
205,chr5,151770872,151771372,501,*,8.12,5.84,8.96,-3.11,3.24E-23,1.45E-20
206,chr12,51238752,51239252,501,*,9.07,6.94,9.9,-2.96,3.51E-23,1.56E-20
207,chr3,197489623,197490123,501,*,8.94,7.14,9.71,-2.57,3.62E-23,1.60E-20
208,chr3,129183255,129183755,501,*,8.45,6.38,9.27,-2.89,4.09E-23,1.79E-20
209,chr15,63503513,63504013,501,*,8.4,6.26,9.23,-2.96,5.30E-23,2.32E-20
210,chr16,67290593,67291093,501,*,7.69,4.39,8.62,-4.23,6.01E-23,2.61E-20
211,chr17,1239613,1240113,501,*,7.33,4.35,8.24,-3.89,7.93E-23,3.44E-20
212,chr10,104121123,104121623,501,*,8.15,5.91,8.99,-3.08,8.15E-23,3.51E-20
213,chr7,5418785,5419285,501,*,7.87,5.46,8.72,-3.26,9.16E-23,3.93E-20
214,chr7,46205829,46206329,501,*,8.5,5.8,9.38,-3.58,9.51E-23,4.06E-20
215,chr11,64855193,64855693,501,*,8.55,6.49,9.37,-2.87,9.77E-23,4.15E-20
216,chr7,20330072,20330572,501,*,8.48,5.99,9.34,-3.36,1.02E-22,4.28E-20
217,chr17,7842971,7843471,501,*,8.16,5.91,9,-3.1,1.02E-22,4.28E-20
218,chr1,1574019,1574519,501,*,7.49,4.57,8.39,-3.83,1.05E-22,4.39E-20
219,chr11,70159544,70160044,501,*,7.64,4.96,8.53,-3.57,1.06E-22,4.43E-20
220,chr2,112713597,112714097,501,*,7.7,4.88,8.59,-3.72,1.08E-22,4.50E-20
221,chr13,113410972,113411472,501,*,8.72,6.71,9.52,-2.81,1.17E-22,4.83E-20
222,chr9,129460621,129461121,501,*,7.44,4.56,8.34,-3.77,1.19E-22,4.89E-20
223,chr6,32969503,32970003,501,*,8.59,6.44,9.42,-2.97,1.23E-22,5.03E-20
224,chr1,9163120,9163620,501,*,7.78,4.96,8.68,-3.71,1.35E-22,5.52E-20
225,chr22,42947786,42948286,501,*,8.29,6.11,9.12,-3.01,1.57E-22,6.37E-20
226,chr20,62361988,62362488,501,*,8.13,5.77,8.98,-3.21,1.69E-22,6.84E-20
227,chr20,62358310,62358810,501,*,8.06,5.8,8.91,-3.11,1.71E-22,6.87E-20
228,chr22,38218811,38219311,501,*,9.01,6.83,9.85,-3.02,1.73E-22,6.92E-20
229,chr10,93437435,93437935,501,*,8.55,6.37,9.39,-3.02,1.77E-22,7.08E-20
230,chr17,57935847,57936347,501,*,7.84,5.45,8.7,-3.25,2.51E-22,9.95E-20
231,chr14,90256564,90257064,501,*,8.37,6.18,9.2,-3.01,2.61E-22,1.03E-19
232,chr10,110410911,110411411,501,*,9.13,7.38,9.9,-2.52,2.66E-22,1.05E-19
233,chr3,46089437,46089937,501,*,8.41,5.96,9.27,-3.31,2.68E-22,1.05E-19
234,chr3,159762980,159763480,501,*,8.44,6.45,9.25,-2.79,2.91E-22,1.14E-19
235,chr15,100713751,100714251,501,*,8.65,6.62,9.46,-2.84,3.23E-22,1.25E-19
236,chr8,141127678,141128178,501,*,7.69,5.08,8.57,-3.48,3.24E-22,1.25E-19
237,chr3,4977873,4978373,501,*,8.16,5.69,9.02,-3.33,3.25E-22,1.25E-19
238,chr7,103344267,103344767,501,*,8.57,6.62,9.37,-2.75,3.27E-22,1.26E-19
239,chr19,4958213,4958713,501,*,6.96,3.35,7.9,-4.56,3.30E-22,1.26E-19
240,chr9,94928150,94928650,501,*,7.65,5.08,8.52,-3.44,3.53E-22,1.34E-19
241,chr7,30914724,30915224,501,*,7.77,5.34,8.63,-3.3,4.43E-22,1.68E-19
242,chr9,129412693,129413193,501,*,7.43,4.57,8.33,-3.76,4.47E-22,1.69E-19
243,chr12,32755320,32755820,501,*,8.16,5.86,9,-3.14,5.82E-22,2.19E-19
244,chr7,74293139,74293639,501,*,7.42,4.62,8.31,-3.69,5.98E-22,2.24E-19
245,chr1,212558319,212558819,501,*,8.53,6.18,9.38,-3.19,6.10E-22,2.27E-19
246,chr20,23137132,23137632,501,*,8.41,6.25,9.24,-2.99,6.24E-22,2.32E-19
247,chr1,212607568,212608068,501,*,8.03,5.8,8.86,-3.07,7.04E-22,2.60E-19
248,chr4,6689263,6689763,501,*,7.76,5.15,8.64,-3.5,7.22E-22,2.66E-19
249,chr2,112692692,112693192,501,*,8.51,6.57,9.3,-2.73,8.60E-22,3.15E-19
250,chr1,21262239,21262739,501,*,8.57,6.31,9.41,-3.1,9.06E-22,3.31E-19
251,chr9,107488740,107489240,501,*,7.82,5.43,8.68,-3.25,9.46E-22,3.44E-19
252,chr3,194136940,194137440,501,*,9.6,7.24,10.46,-3.22,1.08E-21,3.91E-19
253,chr2,9235136,9235636,501,*,9.3,7.29,10.11,-2.83,1.10E-21,3.98E-19
254,chr11,2778558,2779058,501,*,7.38,4.42,8.29,-3.86,1.34E-21,4.82E-19
255,chr5,3311029,3311529,501,*,8.85,6.95,9.64,-2.69,1.35E-21,4.85E-19
256,chr1,5717135,5717635,501,*,7.5,4.74,8.39,-3.65,1.56E-21,5.57E-19
257,chr10,79328974,79329474,501,*,8.32,6.11,9.15,-3.04,1.61E-21,5.72E-19
258,chr3,4867738,4868238,501,*,7.92,5.13,8.81,-3.68,1.66E-21,5.86E-19
259,chr19,48872855,48873355,501,*,8.2,5.86,9.05,-3.19,1.94E-21,6.84E-19
260,chr1,155208560,155209060,501,*,7.3,4.42,8.2,-3.78,2.01E-21,7.07E-19
261,chr20,62350350,62350850,501,*,8.31,6.31,9.12,-2.81,2.02E-21,7.09E-19
262,chr7,55066011,55066511,501,*,8.44,6.32,9.26,-2.94,2.29E-21,8.00E-19
263,chr10,131621926,131622426,501,*,7.95,5.71,8.79,-3.08,2.36E-21,8.19E-19
264,chr7,6282990,6283490,501,*,8.89,7.01,9.68,-2.67,2.96E-21,1.02E-18
265,chr2,219467068,219467568,501,*,7.63,5.03,8.51,-3.48,3.02E-21,1.04E-18
266,chr11,33257549,33258049,501,*,7.82,5.4,8.68,-3.27,3.06E-21,1.05E-18
267,chr7,158431637,158432137,501,*,7.1,4.04,8.02,-3.98,3.74E-21,1.28E-18
268,chr14,55107961,55108461,501,*,7.85,5.54,8.7,-3.15,3.86E-21,1.32E-18
269,chr1,26921674,26922174,501,*,7.41,4.51,8.31,-3.8,3.92E-21,1.33E-18
270,chr19,44875413,44875913,501,*,7.48,4.71,8.37,-3.66,4.34E-21,1.47E-18
271,chr11,62545145,62545645,501,*,7.81,5.05,8.7,-3.65,4.49E-21,1.51E-18
272,chr1,202057042,202057542,501,*,7.57,4.99,8.44,-3.45,4.86E-21,1.63E-18
273,chr7,521802,522302,501,*,7.92,5.67,8.76,-3.08,4.89E-21,1.64E-18
274,chr8,127854081,127854581,501,*,10.03,8.42,10.77,-2.35,4.96E-21,1.65E-18
275,chr13,41458326,41458826,501,*,7.93,5.03,8.83,-3.8,5.01E-21,1.67E-18
276,chrX,48574340,48574840,501,*,9.17,7.12,9.99,-2.86,5.12E-21,1.70E-18
277,chr12,124543462,124543962,501,*,7.23,3.9,8.15,-4.25,5.18E-21,1.71E-18
278,chr5,172868892,172869392,501,*,7.48,4.89,8.36,-3.47,5.35E-21,1.76E-18
279,chr11,13260965,13261465,501,*,8.8,6.97,9.59,-2.62,6.19E-21,2.03E-18
280,chr7,926551,927051,501,*,7.84,5.51,8.68,-3.17,6.58E-21,2.15E-18
281,chr4,2935266,2935766,501,*,7.64,5.09,8.51,-3.41,7.01E-21,2.28E-18
282,chr20,49915618,49916118,501,*,8.7,6.86,9.48,-2.62,8.66E-21,2.81E-18
283,chr2,3651718,3652218,501,*,7.64,5.07,8.51,-3.44,8.87E-21,2.86E-18
284,chr3,171809807,171810307,501,*,7.99,5.77,8.83,-3.06,9.37E-21,3.02E-18
